id,tweets,direct_claim,direct_claim_probability,indirect_claim,indirect_claim_probability,opinion,opinion_probability,quote,quote_probability,not_claim,not_claim_probability,level_2,level_2_probability,level_3_tag,iids
20,"clix capital services and clix finance india have offered to buy a 45% stake in lakshmi vilas bank for around ₹2,300 crores. #businessnews #businessupdate #todaynews #blessings #salmankhan #boycottfakestars #sonamkapoor #indiafightscorona #covidー19 https://t.co/sy0oungbkb",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,YDuUVjnW_normal.jpg
21,read the excerpts of day 1 now: https://t.co/nnfog1r6hm  #covid19 #lockdown #delhimigrants #borderssealed #migrantcrisis #education #migrantcommunity #humanrights #economicreforms #slumcities #education #educatedindia #childlabour #childeducation #righttoeducation #slumchildren,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,YgOc6kjD_normal.jpg
22,"a somewhat scary projections made by data scientists from university of michigan  abandoning lockdown, india's coronavirus cases may reach 800,000 in a month: study https://t.co/hjdfdjaazh via @timesofindia #delhifightscorona",no,0.5497165415216003,no,0.8790093253380318,no,0.7636518527987163,no,0.9744481628240165,no,0.8578864430015013,fact_check,0.6933675379164305,rumors,zmpmzxMo_normal.jpeg
23,#andhrapradesh legislature became the first state assembly in the country to hold its sitting under the shadow of the #covid19pandemic as the #budget session began on tuesday amid unprecedented measures.  photo: file https://t.co/2m5iaivg8x,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,xOBFeu-C_normal.jpg
24,"on the call of ch. anil kumar president dpcc,we protested outside our houses against the incrsing corona cases &amp; deteriorating situation in india &amp; delhi.  @rahulgandhi @priyankagandhi @kcvenugopalmp @vtankha @ajaymaken @ch_anilkumarinc https://t.co/iwchfrx6ha",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,-TD6X9PN_normal.jpg
26,father of somalia-born us representative ilhan omar dies due to coronavirus   https://t.co/wtqrapk01i,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,QarI21gQ_normal.jpg
27,what are mumbai’s james bonds doing in the lockdown? - times of india https://t.co/up3mybgouv,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,wBjq8T2d_normal.jpg
28,he wouldn't done any arrangement his workers suffers a lot in lockdown no word on that now petrol prices are sky high at this period of  time where people are crying people losing their jobs not a single comment on that.then we don't need any chowkidar  https://t.co/ugbg8opdqc,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,9-_gG3BT_normal.jpg
29,delhi: 200 trains stopped in tracks to house coronavirus patients https://t.co/ovpsyvhoq2 via @toidelhi,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,wBjq8T2d_normal.jpg
30,gratitude is the best attitude  let’s be supportful to our healthcare service personnel. any form of violence against them or damage to property during epidemics is a punishable offence.  #salutecoronawarriors #indiafightscorona https://t.co/sqc4ki8erh,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,TVZG_9jP_normal.jpg
31,"at a time when we are talking about sanitization &amp; cleanliness to avoid #covid19 , a peculiar scene is visible in north &amp; north west delhi, routine pre-monsoon sewers being cleaned by sewage workers &amp; not machines, which is inhuman @aamaadmiparty @bjp4delhi #swachhbharat",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,3xci3wcp_normal.jpg
32,"i again update @realdonaldtrump to beware of @pmoindia and indian government, i am very concerned about the security of us citizens in india and again ask @statedept to airlift all its citizens asap due to #coronavirus spreading fast in india, please act accordingly to protocols",yes,0.5686354563792291,no,0.9119967331646979,no,0.7793627439536449,no,0.9748834741655831,no,0.8830991614249312,fact_check,0.7174571244763489,others,LZiWDvAa_normal.jpg
33,"“due to high grade fever and a sudden drop of my oxygen levels last night i have been admitted to rgssh. will keep everyone updated,” #satyendarjain tweeted https://t.co/slxotquldk",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,wx1OeFi6_normal.jpg
34,did you work or did you work out in the lockdown?   #wedding #sohanlalandsons #sohanlal #band #lockdown https://t.co/ffmkziyiu4,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,heRvonxH_normal.jpg
35,"lockdown is the perfect opportunity to look after all that you‘ve neglected for so long. resume your hobbies, follow your passion, sing and dance your heart out.  #valuecreatives #valuecreativesteam #selfcarethings #staysafestayhealthy https://t.co/inxpupyxle",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,NvB-2MBG_normal.jpg
36,"@nidhi pm made a difficult and tough decision, people know that and also know taht states are also at fault in handling migrant crisis and also not implementing lockdown properly in some areas.people are smart and know who are responsible for implementation at ground level.",no,0.5432095278802206,no,0.8843121449812091,no,0.761983286861823,no,0.9744585994070082,no,0.8563176337416861,fact_check,0.6725459448946791,rumors,4g6AEDWF_normal.jpg
37,"how foolish ... a person advocating fatwa over law of the land 4 adherence to lockdown  announced by the pm of d largest democracy is an ""atheist""..seems u @richarddawkins seriously r islamophobic, a high time 2 consult a physiotherapist.. get well soon 👍 https://t.co/nur2tipkml",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,-aCqJWqQ_normal.jpg
38,an @airindiain security officer has died due to #covid19 positive. ॐ शान्ति।,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,ILJplkgz_normal.jpg
39,the coronavirus butterfly effect: six predictions for a new world order https://t.co/6wx0jh81ea,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,Xgtr6Dl2_normal.jpg
40,.@incdelhi president @ch_anilkumarinc ji sits on protest outside the dpcc hq to highlight the utter failure of the delhi government &amp;central government in handling of corona crisis in delhi. #delhimaangemore https://t.co/czkptjb4ct,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,0dH61OkX_normal.jpg
41,"@republic_bharat well said,such kind of dirty politics is played from small level to high level. try to understand what coronavirus whispering into our ears..almighty is punishing us for our karmas and it's a wakening call.",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,DSC04405_normal.JPG
42,#lms in #schools and #colleges during #covid19 @nexusofgood https://t.co/dik8vs3lup,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,0gB9Hffs_normal.jpg
44,"ask a kashmiri what mental stress is. 10 months of lockdown &amp; on. business, job, status, communication all lost. still strong, still alive. the bravest people in the world!",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,WSeKNiWZ_normal.jpg
45,delhi cm #arvindkejriwal also going to surya hotel as #delhi govt has got orders of attaching  this hotel with holy family hospital to treat #covid19 patients.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,j4O9Yu-6_normal.jpg
46,"2. however, farmers r not even getting minimum price of their cro. g. few lost jobs and employer of some deducted 25% salary.  h. incase exposed to #coronavirus not even getting testing on time. i. if found positive fighting for the treatment.",yes,0.5325439573670965,no,0.9144718289279317,no,0.758629659572659,no,0.9749082197565618,no,0.8796668777506849,fact_check,0.6956225136790755,others,tym4CFyd_normal.jpg
47,1. worst hit with #coronavirus is the #middleclass. glimpse:- a. donate in #pmcares to support country. b. give food to the needy c. keep paying to maids n other support staff d. timely payment of school fees e. pay all the taxes on time f. buy high priced vegetables n fruits,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,tym4CFyd_normal.jpg
48,video confernecing - from any device  anywhere to anywhere #covid19pandemic #coronavirusindia https://t.co/nxcepaeah8,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,kVJk52UN_normal.jpg
49,"@drrpnishank @mygovindia @narendramodi @pmoindia @amitshah @hmoindia @hrdministry @transformindia @pib_india @mib_india @ddnewslive sir please postpone jee and neet, the mental pressure is increasing day by day worrying about the day when we will give exam amid covid19. please postpone the exams... please sir 🙏🏻 #postponejee #postponeneet #healthoverexams",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,bJLACg3t_normal.jpg
50,"“my father’s coffin ws buried by a muslim auto driver, a hindu cemetery helper..who proved humanity is greater than any religion or belief..” a christian girl who is proud to witness humanity at hr father’s burial  this is my india where humanity stands higher thn faith. #covid19 https://t.co/mjqicfjb3d",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,leVhp7G6_normal.png
51,isis resurgence in iraq amidst covid-19 and possible u.s. withdrawal  writes @_ishaverma   #covid19 #iraq #isis  https://t.co/rlml7jmoqp,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,Sz-BqGHR_normal.jpg
52,slowing the coronavirus is speeding the spread of other diseases  https://t.co/9fj4ehylo3,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,NUwU0PeN_normal.jpg
53,“wuhan’s mass testing may have eradicated the coronavirus” https://t.co/kv6zzgjjaw,no,0.6055692841753799,no,0.853534500585506,no,0.779874950332997,no,0.975069774418064,no,0.8819622323567629,fact_check,0.7147943615112226,rumors,sL_B1b_n_normal.jpg
54,"a citizen initiative, 'khana chahiye', founded by p muni, r mascarenhas &amp; n goel on march 29 is providing free meals to migrants and homeless in mumbai. we salute them for being true #coronawarriors during such a crucial time. thank you! #indiafightscorona @pib_india @pmoindia https://t.co/kb4qvsojlk",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,T_0honqJ_normal.jpg
55,"mulling over the financially-lull quarter it has been for the publishing business, butalia added that, “it is ironical that we survived for 36 years with barely any financing and then got knocked down by a virus!”raghav arora reports. https://t.co/dhmghvoc1b",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,lVjC9oG8_normal.jpg
57,"this lockdown proves that: 'the only thing more dangerous than ignorance is arrogance.' #alberteinstein,"" tweeted #rahulgandhi https://t.co/hgoofc695i",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,LDZkKH5F_normal.jpg
58,"due to covid-19, job searches have experienced over 30 per cent growth in the field of cybersecurity and related jobs, while postings of these roles have increased by 6 per cent, according to a report. #jobs #cybersecurity #covid19 #technologynews https://t.co/ok8esmqirg",yes,0.5686877962660459,no,0.9105650453793064,no,0.7798749473178974,no,0.9750697744438511,no,0.881962232135104,fact_check,0.7147943611472861,others,xVFTiYvk_normal.jpg
59,"if we follow some basic hygiene practices, we can easily keep ourselves and others safe from #covid2019  practice frequent #handwashing to fight against #coronavirus https://t.co/pj8h9cpcsb",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,TVZG_9jP_normal.jpg
60,the indira gandhi national open university (ignou) extended the deadline for submission of assignment till june 30. #todaynews #newsupdate #blessings #salmankhan #boycottfakestars #sonamkapoor #bycottkarnjohrgangmovie #indiafightscorona #covidー19 https://t.co/qq1mn2nij0,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,YDuUVjnW_normal.jpg
61,https://t.co/rqegcvl9tg thank you .@womansera2 #covid19 #migrantworkers #sattusetu,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,34WUhdG9_normal.jpg
62,@hellodewas @dewas_swachh @projsdewas @bjp4dewas @collector_dewas @mahendraforbjp @dewasmcorp #dewas or #indore  me abhi bhi lockdown hai kya??,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,poLZaZi-_normal.jpg
65,"partial lockdown day 26 (mon, 15 #june2020) i took d day off. ⏰ didn't do #anything except reading, netflixing &amp; making #icecream. i was still quite disturbed! still felt disoriented. even #watching dogs on @netflix didn't cheer me up much. but i'll b ok! you're missed @itsssr .",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,s0Uo-7zr_normal.jpg
66,@homecentreindia kindly use my mobile no 8826924263 to check my order. i also reached out to customer care. they denied for any help in this matter as warranty of the product has lapsed about a month and i couldn't reach out to hc due to lockdown in the country.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,CecLpHdB_normal.jpg
67,"end of lockdown does not mean end of coronavirus.   as we #unlockindia and get accustomed to a new normal, taking precautions becomes more important than ever.   remember to wear gloves before you only touch public surfaces &amp; dispose of gloves after use.   #newhabitsforanewnormal https://t.co/fteezhwxyt",no,0.5710470297043858,no,0.9164159218938075,no,0.7582821017851142,yes,0.9551066509645085,no,0.9048182210226517,fact_check,0.7171897881003513,others,LnDgQyRD_normal.jpg
69,delhi: 200 trains stopped in tracks to house coronavirus patients  good work by railways  https://t.co/gc2gbvcwbr,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,khgqpctT_normal.jpg
71,"china may be losing international credibility very fast. but india is also, in its own way, becoming a less attractive power because its growth story is stalling and its democracy is becoming less exemplary. https://t.co/83accfhc3m",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,xbb8Ia7w_normal.jpg
72,delhi's two hotel got ready to allow their premises be used as extended hospital for #covid19 patients....@nbtdilli @sandhyatimes4u https://t.co/miurjbl3d7,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,od-YiQTn_normal.jpg
73,"@dtptraffic sir i got a challan for traffic signal violation. i have never did traffic signal violation . in the picture a got , i can clearly see yellow and red light and during lockdown traffic lights were not working properly. u can also see everyone is moving . https://t.co/uxk4htcv28",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,uufkP7zN_normal.jpg
74,can you see the #different before #lockdown &amp; and after lockdown ! https://t.co/cyvfylwvuf,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,B2-qu7_k_normal.jpg
75,#thinkpositive: strengthening india's stand in the fight against covid-19 pandemic &amp; taking necessary measures to prevent its spread. #indiafightscorona https://t.co/1rludpvd41,yes,0.643983343027436,no,0.932889678737648,no,0.7943385974700586,no,0.9759306383101414,no,0.8967311274702047,fact_check,0.6755187611421867,rumors,T_0honqJ_normal.jpg
76,"#sushantsinghrajput was not battling depression nor was he paranoid or a schizophrenic. he was ‘disturbed’ as circumstances were such. a ‘clinically depressed’ person would never think of learning computer coding, that too during lockdown. media &amp; bollywood are trying their best",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,bsFnWkKY_normal.jpg
77,"now health minister is admitted ven mr @arvindkejriwal will understand the intensity of this pandemic,we need a lockdown 4 our better future,in 2020 v only ned to survive,, agr jaan bachi to economy sambhal lenge par agr jaan bachi nhe to economy ka kya kroge it's 4 every1 sake's",yes,0.5114166981533378,no,0.9145356429637573,no,0.7503584884972674,no,0.9748361158811534,no,0.854972793410148,fact_check,0.6810520634708788,others,es0WKuKk_normal.jpg
78,"the head of who says more than 100,000 confirmed cases of #coronavirus have been reported worldwide each day over past two weeks - mostly in americas &amp; south asia, and countries that have curbed transmissions must stay alert to possibility of resurgence. https://t.co/ovhc16r9uv",yes,0.613802381110607,no,0.9153463678952688,no,0.7489983126295959,no,0.9757217981864986,no,0.9251969281989461,fact_check,0.7650679874525066,others,mXCxrHAx_normal.jpg
81,"sci emerges global leader in virtual court hearings during lockdown   the sc reached the 5,000 case milestone on the 53rd day of virtual court hearings during lockdown on monday.  https://t.co/skrcurwzef https://t.co/rxsbvxq0pl",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,1W_E72cn_normal.png
83,"breaking:  delhi health min @satyendarjain admitted to rajiv gandhi super spl hospital with #covid  like symptoms last night. he had difficulty in breathing and was given oxygen.   #covid19 test done, result awaited..",no,0.5136201956629923,no,0.8647327922239618,no,0.7962918108791983,no,0.9751978872109628,no,0.8908883044884368,fact_check,0.7322775159135648,others,U0AuZCVN_normal.jpg
84,"@ranvirshorey corona is here to financially kill these self styled bollywood gatekeepers. i just wish cinema halls to be locked for 2 yrs at stretch and all the star kids in the pipeline will know their ""aukaat"".",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,Lp5MlJfX_normal.jpg
85,"#covid19 impact: ""for the fourth time in its history, the #oscars are being postponed.""    https://t.co/pyxseges49",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,isUPYe4T_normal.jpg
86,".@mlb season no longer a certainty, says commissioner rob manfred   read: https://t.co/pjrkqrqkuv  #mlb #majorleaguebaseball #baseball #coronavirus #covid19 https://t.co/xbojrvsprl",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,Fm3wsT1s_normal.jpg
87,underworld gangster chhota shakeel’s elder sister hamida passed away due to covid in mumbai.   https://t.co/wtqrapk01i,no,0.508635696184248,no,0.9135949979352429,no,0.7962701109693161,no,0.9751534162923733,no,0.7700034421242214,fact_check,0.6219529234344247,others,QarI21gQ_normal.jpg
88,#read | #healthministry appoints nodal officer for compiling &amp; publishing a district-wise list of all #healthcare facilities designated for #covid19 treatment in #india on health ministry's website. | my report.    https://t.co/xenucuakhe,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,YrzlCqZG_normal.jpg
89,#uttarpradesh cm yogi adityanath asks officials to make extra arrangements in districts of ncr region and increase capacity of #covid19 hospitals. https://t.co/retmbrcrkp,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,mXCxrHAx_normal.jpg
90,this view came after so many years. one side humanity is suffering from #covid19 on the other side #mothernature is improving itself. on the occasion of #worldseaturtleday gladly wish you all warm regards because #turtles are coming to their normal lifestyle. @moefcc @wwfindia https://t.co/3lq4wyfzkn,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,nrWnY6MH_normal.jpg
91,https://t.co/vzeke5jnsg we will overcome this someday because #eventhiswillpass #corona #coronavirus #coronafilm,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,owdNkz4P_normal.jpg
92,"to #corona: please go away now. world doesn't want a second wave and for india's case, the extended first wave they keep talking about... enough is enough.",no,0.6781352669951671,no,0.8405893706271141,no,0.7757321641434543,no,0.9754344790465648,no,0.7677331719048338,fact_check,0.656659623885884,others,ln_normal.jpg
