User_ID,Tweet_ID,Tweet,Label
Pragyaa,426,#आज_भारत_बंद_है#bjphousearrestskejriwal#bharatband no farmer no food#8decemberbhartband #भारतबंद #bharatbandh #bharatbandhon8december2020 https://t.co/uoumjffits,Non-Hateful
Pragyaa,159,i think we all should support the bandh in solidarity with our farmers https://t.co/djgvnqnrmd,Non-Hateful
Pragyaa,396,true.. the only states where elections are due will be vaccinated. https://t.co/7iqg0zrcss,Non-Hateful
Pragyaa,341,reflection of what will happen in the times to come. #ghmc #ghmcelections #ghmcelectionresults #ghmcresults #ghmcresults2020 #hyderabadelectionresult #telangana telangana south india mayor #hyderabadelection https://t.co/r9leyvyw9l,Non-Hateful
Pragyaa,35,@bandisanjay_bjp @kishanreddybjp @raomlc @tigerrajasingh hertfelt thanks and congratulations to all for the stupendous performance in ghmc elections.,Non-Hateful
Pragyaa,472,@delhiairport traveler "c" will strike the gold faster#goldengiveaway #goldutsav #delhiairportjoin@chilled_sup@akhila_akki06@srichaitraa@sengodan4@pareek197@dj_bhayani@true_exists@deeptij25092577,Non-Hateful
Pragyaa,169,@ktrtrs sir trs is going to win in ghmc . but can you make orders on no crackers for election result in ghmc . to protect the hyderabad from pollution i think this the new first step @trspartyonline .,Non-Hateful
Pragyaa,483,@kanganastan @gabbbarsingh that leader was talking about his movie 'punjab 1984' which got the national award. that was just a idiot congress leader thats why no action was taken,Hateful
Pragyaa,64,bjp mim getting low day by day ... spoiling environment of hyderabad ! #bjp #cheappolitics #ghmcelections2020 #ghmcrejectedbjp #iamwithfarmers #kisanvirodhinarendramodi #vote4congress #ghmcwithcongress,Hateful
Pragyaa,190,lightening can strike a same place twice https://t.co/d5axtzrfbi,Non-Hateful
Deeps,194,saffron strike on trs ! #ghmcwithbjp,Hateful
Deeps,355,#oppnbetraysfarmers v r just fed up &amp; irritated by these leftist gangs 2 attack nda with adani-ambani 4 everything strangely these groups r sitting pretty &amp; watching they need 2 take them on &amp; ask 2 shutup r even take legal recourse y can't they go 2 court &amp; seek restratiant of,Non-Hateful
Deeps,298,we miss u #bollywoodkiaisitaisi https://t.co/w6pyrcf40z,Non-Hateful
Deeps,489,for you it’s a matter of difference but for many of us it’s a matter of life &amp; death.the livelihoods is at stake  the dignity &amp; equal rights of citizenship is at the verge of taken off.so keep your opinion to yourself and do paid interviews of ambani for which you are an expert https://t.co/urp7vchhom,Non-Hateful
Deeps,381,tactics to distract attention from bharat bandh called by farmers https://t.co/cw915gyw5f,Non-Hateful
Deeps,149,@india_progress hyderabad is around 26% in overall ghmc region,Non-Hateful
Deeps,460,not me smiling like an idiot 😂😭,Non-Hateful
Deeps,135,@tuchaloye they are bhakts . paid it cell and godi media ! they are defending modi at any cost . they will do anything to fail our protest im at singhu border . there is no talks of khalistan . no slogans of any religion. peacefull protest going on . social media te hawa de rahe bhakt,Hateful
Deeps,454,kejriwal not worried about smoke of punjab polluting delhi but in favour of farmers bandh,Hateful
Deeps,429,@hamidmirpak few corrupt isi pigs are responsible for the current situation of pakistan. they rigged the elections and install incompetent puppets that has destroyed nations ecomomy.,Hateful
Deeps,146,ghmc polls: trs man caught dis... check at https://t.co/b42hf8bqav follow @insubcontinent also trndn #hbdasifghafoor #جنم_دن_مبارک_سرآصف_غفور happy birthday sir #wednesdaythought #ishaqdar i̇stanbul #stephensackur spotify pakistan virat kohli,Non-Hateful
Deeps,459,@indiatoday @_yogendrayadav modiji performs through reforms. congress deforms through misinforms. a party which is always bearish will perish. general public care damn about tomorrow bandh. if there is no support it is not bandh it is andh.,Hateful
Deeps,189,i also stamd with farmers but this is not the way  threatning the government to take the bill away if you have problems with the bill  the govt. is ready to listen to you.then what is the need for a bandh#bharatbandhnahihoga #bharatbandh #farmersbill_2020 @republic @aajtak https://t.co/v26mwqr7iy,Hateful
Deeps,403,many of my bhakt friends are dismissing farmers agitation as a paid one . they feel it’s the middlemen and khalistanis running the show . reminds me of pre independence british raj . the then administration used to discredit any movement as anti national,Hateful
Deeps,18,@virsanghvi he is pandering to the khalistanis as elections are nearing. the support he is getting in india is from groups opposed to modi/bjp. these groups can't destabilise modi electorally  so they seek support from anyone be it maoists  islamists n khalistanis. waiting for isis to join,Hateful
Deeps,87,@engralampmln @rehamkhan1 @maryamnsharif @saniaaashiq @bushra_mkanwal 2013 imran khan ; few army officials rigged the elections2018 pmln: few army officials rigged the election.pti &amp; pmln should realise now who is the common enemy of pakistani nation,Hateful
Deeps,380,it's amazing  it seems like the nation is out protesting  #farmerprotest2020 are occupying central gov agenda yet come elections bjp gets to do a clean sweep. where is the sanity?,Non-Hateful
Deeps,300,@chowdarypruthvi what is prediction on ghmc election result? as last movement huge vote happened.,Non-Hateful
Deeps,193,#ghmcelections2020 - votes counting in progress...trs-leading-46 &amp; win -9  bjp - leading -42  inc-leading -02  aimim -leading 19 &amp; win - 13 ....3.10pm@news18mp @news18cg @iqbalbroadcast @news18urdu @news18telugu #ghmc https://t.co/qtvef5u2ce,Non-Hateful
Deeps,75,i profoundly thank my senior party colleague  @bjp4indianational general secretary  #ghmc election in-charge  shri. bhupendra yadav @byadavbjp for his invaluable guidance and leadership in leading @bjp4telangana to victory in ghmc elections. https://t.co/cagd13wsjf,Non-Hateful
Pragyaa,6,mlc elections tells us two things :when educated people vote through ballot paper the bjp loses !,Hateful
Pragyaa,43,fourteen opposition parties  including congress  aiudf and the left  in #assam announce their "full support" to 'bharat bandh' called on december 8 by farmer unions demanding repeal of new #farmlaws.#bharatbandh #8दिसंबर_भारत_बंद #farmersprotestdelhi #farmersprotest https://t.co/h4mzb7bm2e,Non-Hateful
Pragyaa,233,ghmc polls 2020 : ruling trs takes early lead https://t.co/6vd09eapyo,Non-Hateful
Pragyaa,303,@jitendrajain_ he cant break in. he will always be considered a bhakt by them 😂,Non-Hateful
Pragyaa,411,assam congress extends support to farmers’ bandh on dec 8  workers to join protests#assam #assamcongress #extends #supports #farmersbandh #december8 #workersjoinsprotest #news #newsupdate https://t.co/gh8o3rta8r,Non-Hateful
Pragyaa,27,@gulpanag ma’am- better go to ground and have ground level report. it doesn’t mean that now you are not fighting elections you can say anything. how many farmers you met till now. facts are totally different. better stand with farmers to get justice given to them.,Non-Hateful
Pragyaa,27,@gulpanag ma’am- better go to ground and have ground level report. it doesn’t mean that now you are not fighting elections you can say anything. how many farmers you met till now. facts are totally different. better stand with farmers to get justice given to them.,Non-Hateful
Pragyaa,427,@diljitdosanjh you always picture farmers as poor  who are unable to get proper food for themselves. to protest in these challenging times  you are donating crores but not when they need. do we understand the magnitude of nation wide strike. iam with farmers bt against bandh #bharatbandhnhihoga,Hateful
Pragyaa,39,@airindiain @airindiain hello  as there is bharat bandh on 8th december in india. what will be the impact on the domestic flights scheduled on the day. any update from the airline.,Non-Hateful
Pragyaa,222,the impotent #modi gov't is taxing 60 rupees per liter #fuelprice and india has worst health care system worst education system for poor worst law and order that taxed money is looted by ruling party who live lavishly. #farmersprotest #petroldieselpricehike #bharatbandh,Hateful
Pragyaa,236,thank you hyderabad 🙏🙏🙏#hyderabad #telangana #ghmc #secunderabad https://t.co/pepqw1wxbe,Non-Hateful
Pragyaa,417,@cricsuperfan what happened bro,Non-Hateful
chhavi,62,karnataka bandh: ksrtc bus services to ply normal at anand rao circle &amp; satellite bus stationvideo link ►https://t.co/bo6rtka3kq#karnatakabandh #satellitebusstation #anandraocircle #kannadanews #tv9kannada https://t.co/w0f6qo9jmu,Non-Hateful
chhavi,96,@sumanthraman bjp going to get huge growth in their number of vote share than previous elections. i can't predict the number game winner   but bjp could perform more than expected,Non-Hateful
chhavi,77,many organisations support bharat bandh call in dharwad district https://t.co/pt1ieddxci,Non-Hateful
chhavi,69,@profmkay there are fools in india who admire him. there are intelligent fools making money from his idiotic behaviour like jurnos. and some congress politicians makes money and encouraging the idiots so that they make scams. this idiot been given drugs to blabber,Hateful
chhavi,56,support farmers call for bharath band on december 8th.#modiagainstfarmers #kisanvirodhinarendramodi #bharatbandh #kisanvirodhibjp #liarmodi #supportfarmerprotest https://t.co/srewc8t8r6,Non-Hateful
chhavi,402,the bharatiya janata party on friday saw itself at a murky position in maharashtra  where the results of the legislative council elections are being counted. of the six seats where the polling was held last week  the bjp is ahead in only onehttps://t.co/8gcvqd1bk2,Non-Hateful
chhavi,91,@incindia @rssurjewala congress:do not do "buk- buk" always  do some ground work to improve the condition of congress. remove surjewala and bring in some other spokesperson. elect president and consider elections a serious business. work hard else you will get the beating as you have got in hyderabad.,Non-Hateful
chhavi,120,@bhatia_niraj23 @dchautala next election max no deposits for him in elections traitor of haryana people,Hateful
chhavi,414,@nationalist1_ @abe_jaa_naaa @amrindersingh99 @irupnd @ani first of all we also don't want khalistan. secondly we are one who suffer most during partition 1947. thirdly i am surprised how bhakt people are trying to divert thos farmer protest into these issues.,Hateful
chhavi,478,congress leaders supporting farm bills for benefit of farmers in past!!! in 2020  they are opposing it &amp; creating riots in the country!! #bharatbandhnhihoga #bharatbandh #भारत_बंद_नही_होगा #भारत_बंद,Non-Hateful
Pragyaa,121,single point agenda until justice for ssr should be this: #boycottbollywood ott platforms have burnt their fingers buying big budget movie rights.they're going to think a 100 times before another release.warriors keep up the jan andolan.these uncles should pay for their sins 😡 https://t.co/xmzwhrgi9u,Hateful
Pragyaa,209,farmer unions say their stir has spread across country. #farmersprotestdelhi2020 #farmlaws #farmersprotests https://t.co/7wkgtlxhky,Non-Hateful
Pragyaa,2,a consious humanity cannot tolerate idiot politicians misguiding them ! #farmerprotest #publicsabjantihai,Hateful
Pragyaa,2,a consious humanity cannot tolerate idiot politicians misguiding them ! #farmerprotest #publicsabjantihai,Hateful
Pragyaa,209,farmer unions say their stir has spread across country. #farmersprotestdelhi2020 #farmlaws #farmersprotests https://t.co/7wkgtlxhky,Non-Hateful
Pragyaa,209,farmer unions say their stir has spread across country. #farmersprotestdelhi2020 #farmlaws #farmersprotests https://t.co/7wkgtlxhky,Non-Hateful
Anutosh,13,@c_aashish @abhina_prakash blm vaale toh bol rhe the 250 million people took part in largest strike in human history!! 😭😭,Non-Hateful
Anutosh,251,absolutely no need to put down congress..they have doubled their seats in ghmc..had just 1 seat in 2016 and now 2 seats..excellent performance..finally rahul gandhi has arrived..@rahulgandhi @incindia,Non-Hateful
Anutosh,1,@ritz444 @sureshgnayar @vera_anz they started mocking us by calling bhakt,Non-Hateful
Anutosh,443,myself  my family  my friends  my farmer borthers and entire nation is with pm modi  i will not support bharat bandhshops  vendors who will keep their shutter down on 8th dec  no buying from them from 09th dec"ghanta bharat bandh" on 8th deci know #kisanstandswithmodi https://t.co/tultgsirk4,Non-Hateful
Anutosh,8,@kanchangupta he has the nerve to say what is wrong? &amp; what laws is he protesting about...? if he had the actual interest of farmers at heart  he would not sit in like an anarchist... never in india  bandh or otherwise has milk supplies been stopped...,Non-Hateful
Anutosh,132,@priyapyadav18 now i am also sure that adani/ambani will be making an offer for buyout of sii in near future.,Non-Hateful
Anutosh,461,@steve_dondley don't start slurping shit before understanding it  idiot. he is a professor of political science watch the complete youtube video.,Hateful
Anutosh,440,@jain255411 @aajtak that's the difference he made country proud he got the award and he is now saying to return it it is his choice whether to keep it or not who in position u to say whether he deserve it or not modi k bhakt ho smjh ataa hae pr itne andhe ho kya bat hae,Non-Hateful
Anutosh,54,before elections: dont vote for trs  they are friends of mim. result after elections: trs now have to officially depend on mim for mayor post. ground clear for bjp religious politics. #ghmcelections2020,Non-Hateful
Anutosh,264,swami is gone. ishkaran gone. kangana and arnab gone. youtubers silenced. cbi sleeping. bihar elections gone. rane family gone. all whistle blowers are gone. what remains is a silent cry fr justice; the way it was initially right after @itsssr was gone. #modijissrjusticepending,Non-Hateful
Anutosh,200,no madam.. this government does not communicate. all they do is appear on tv and forget. see the ecosystem of congress .. even after losing elections they were and they are in shaheen bagh   in farmers protest. look at the level of communists. bjp has largest members. https://t.co/nezenit3wc,Non-Hateful
vineeth_2000,495,@greenturtle1000 @eminem @officialaitch was just listening to strike a pose. aitch's flows are soo slick!,Non-Hateful
vineeth_2000,218,ddc elections- 4th phase : 41.94% votes polled till 1 pm across j&amp;k https://t.co/xrzgsf3qwh,Non-Hateful
vineeth_2000,21,bharat bandh - 8th december details... protesting farmershttps://t.co/rqytaeykdz#bharatbandh #india #farmers,Non-Hateful
vineeth_2000,267,@shekhargupta sir  this will hurt your friends more especially yogendra yadav &amp; many will label you as andh bhakt or it cell member. very few have dare to talk facts nowadays whether it's in favor of establishment or against it.,Non-Hateful
vineeth_2000,344,@swatiraturi04 @khushi4justice #bollywood is getting frustrated that's why they are giving these type of statement #boycottbollywood #justiceforsushantsinghrajput,Non-Hateful
vineeth_2000,376,@raghav_chadha @sanjayazadsln @aamaadmiparty @raghav_chadha @arvindkejriwal @aapinnews @aappunjab constant lies  fake news and hatred is spread by this handle against @aamaadmiparty pls notice this and just take a look at his tweets during delhi elections. i guarantee u will be shocked. https://t.co/4fj1jvwamk,Non-Hateful
vineeth_2000,304,@priyankajayas12 @simsandhu3 you must be living under a rock or an andh bhakt which makes the conversation useless #farmersprotestdelhi2020,Hateful
vineeth_2000,304,@priyankajayas12 @simsandhu3 you must be living under a rock or an andh bhakt which makes the conversation useless #farmersprotestdelhi2020,Hateful
vineeth_2000,73,#bharatbandh i will boycott those shop’s which open on #8decemberbharatbandh . #isupportfarmers #kisanvirodhinarendramodi #kissanmajdoorektazindabad #kissanvirodhibjp #kissanandolan #kissanprotest #iamwithfarmers,Non-Hateful
vineeth_2000,79,@smitadeshmukh i just got back from the borivali west market and it’s packed with vegetables and fruits. so the bandh is just the imagination of the govt whose supporting it.,Non-Hateful
vineeth_2000,412,@brutindia looking at his face  its hard to imagine what a big idiot he is !,Hateful
vineeth_2000,354,@ji_chinu @sach_kadwa_hai @ajaynirwal2 @sounaqd @rajpathak25 @ayushforindia 🤣🤣. u r certified bhakt now. they never accept their mistake. congratulations,Hateful
vineeth_2000,252,@dad_of_liberals @mohanshobitha @saurabhksingh9 @traderchirag @themodernbhakt @fltltanoopverma @rajdoot555 @edrow10 @tigerakd @riya67004775 @rashmi_shrikant @shreyas54125712 @gameofsm @anya72965978 @sourabh_dhar @search_light_in @sankarambur1 @sanaki_sanatani @brahmananda3798 @anupams40753639 @imyashsingh46 @sinhachild @invinciblewife @,Non-Hateful
vineeth_2000,350,i support the bharat bandh!! do you?!! https://t.co/lfnjaof4xs,Non-Hateful
vineeth_2000,201,tdp national president sri @ncbn had extended the tdp’ total support to the bharat bandh declared on dec 8 by the farmers. #istandwithfarmers #farmersprotest #barathbandh,Non-Hateful
vineeth_2000,144,@andcolorpocket no they don’t. some idiot tweeting doesn’t mean anything. obviously he doesn’t even know what langar seva means. please don’t generalise .,Hateful
vineeth_2000,281,@teamyoutube dear sir please my channel unsuspended please sir solve account please alllyricsmusic06@gmail.complease sir srroy please srroy no copyright strike please 2 month please please please please please please please please please please please please please please please,Non-Hateful
vineeth_2000,117,@shahmehul1805 re-read... and hardly 2% celebrity are there... rest all are farmers... do you even know that the food you and your family are eating is just because of these farmers..whome you are opposing.. be a true indian and support farmers rather being an andh-bhakt...,Non-Hateful
vineeth_2000,315,modi govt farm reforms are taken from western countries which they have rejected long back as they benefitted only corporates not farmers.so these reforms are not meant for farmers but for adani &amp; ambani.just look at the growth of them after modi came to power.#farmbills2020 https://t.co/9iufkrsqgo,Non-Hateful
vineeth_2000,24,bharat bandh: railway union airf and nfir support farmers ‘bharat bandh’ https://t.co/9lodrqj4nf,Non-Hateful
vineeth_2000,359,fake protests fake bandh.,Hateful
vineeth_2000,319,municipal elections has been occurring across the country. but to get prime delhi medias attention you need to really really lucky! https://t.co/2fl3vstks3,Non-Hateful
vineeth_2000,310,pm mukesh ambanidy pm gautam adanianti-farmer laws have been made to benifit the corporates who are now sponsoring agriculture minister's 'discussion' on farm policy.the farmers will become slaves of corporates. #कल_भारत_बंद_रहेगा#indiasupportfarmerprotest#bharatbandh https://t.co/tmmipleuex,Non-Hateful
vineeth_2000,138,@diljeetdosaanjh bhai why you are supporting #bharatbandh instead show your support to farmers by donating your one year income.. possible ? are you with farmers or for bharat bandh .? reply jarur dena..,Non-Hateful
vineeth_2000,283,@faisal_hashmii @jahangirktareen 2013 imran khan ; few army officials rigged the elections2018 pmln: few army officials rigged the election.pti &amp; pmln should realise now who is the common enemy of pakistani nation,Non-Hateful
vineeth_2000,371,bharat bandh on december 8: protesting farmers call for bharat bandh say will intensify agitation if demands not met | india news - times of india https://t.co/mkptihjuz5,Non-Hateful
vineeth_2000,366,@reallyswara @shehla_rashid honestly...what has she really done to make you proud. lol...and they call us andh bhakt,Hateful
vineeth_2000,291,parties backing bandh just to oppose modi govt: fadnavis https://t.co/wymmwmfc5l https://t.co/caavftzdtv,Non-Hateful
vineeth_2000,38,@ramlalsharmabjp elections have come  but bjp candidate has not yet shown the face in ward 34 so there is huge disappointment among activists and voters. this ward has always been a bjp stronghold. please send the candidate soon and please take a tour here to encourage them.,Non-Hateful
vineeth_2000,129,justice trudeau is going to be discovering bhakt twitter soon!,Non-Hateful
vineeth_2000,245,polling underway for 4th phase of ddc elections in j&amp;k https://t.co/lhry5n3qoz,Non-Hateful
vineeth_2000,360,i think he hasn't really understood @arvindkejriwal yet.#bjphousearrestskejriwal#आज_भारत_बंद_है,Non-Hateful
vineeth_2000,65,@drshamamohd @incindia @dev_fadnavis also proves that elections are fair in this country,Non-Hateful
vineeth_2000,17,@aliachughtai @ajenglish @ajenews 2013 imran khan ; few army officials rigged the elections2018 pmln: few army officials rigged the election.pti &amp; pmln should realise now who is the common enemy of pakistani nation,Non-Hateful
vineeth_2000,422,@delhiairport traveler 'c' will strike the gold.#goldengiveaway #goldutsav #delhiairport@delhiairport join@bunti02 @tarunkrekha @tarunku88657116 @honeybhardwaj71 @bothrapri @akshikakhatri @gunjan4ever @shankarrao15 @priyansh_batra @mridulrocker https://t.co/srefy4d3sn,Non-Hateful
vineeth_2000,432,@abpnews @pratimamishra04 not a single civic issue discussed in campaign.only hindu-muslim  pakistan  rohingya  surgical strike  law &amp; order hyderabad-bhagyanagar.in short ghmc elections on every issue which has no relevance with ghmc. https://t.co/fyway9jud9,Non-Hateful
vineeth_2000,28,@kshatriyaitihas @yuvstrong12 any comments ?,Non-Hateful
vineeth_2000,374,ha ha.. in #bihar it was voters and now media in #telangana. someone tell @incindia 2 take off blindfold and look at it's charismatic leader. as long as @rahulgandhi is at the helm of affairs  elections defeat is inevitable.#ghmcelectionresultshttps://t.co/mouwulyobq,Non-Hateful
vineeth_2000,212,@an_tyagi it is the core point. we protest in between elections but forget to hold govt accountable at elections. after 2008 terror attacks  noone in their right minds should have voted for inc but we gave them a bigger majority. so  we deserve if we get such govts.,Non-Hateful
vineeth_2000,166,ghmc elections 2020results declared: 100trs: 42mim:34bjp: 22congress: 2@hindu_vs,Non-Hateful
vineeth_2000,362,lakhs of people post covid are fighting daily for survival after the covid and lockdown destroyed everyone- now everyday is crucial to survive. a bandh will impact them massively  and what is their fault that they will be made to suffer. will a bandh serve any purpose?,Non-Hateful
vineeth_2000,204,@jkoyani any reason to select these strike price,Non-Hateful
vineeth_2000,492,laxmi nagar traders are not supporting bharat bandh .#भारत_बंद_नही_होगा,Non-Hateful
vineeth_2000,181,aikscc issues direct appeal to trader bodies to participate and support bharat bandh as corporates are out to ruin both farmers and small traders. #farmersprotestdelhi2020,Hateful
vineeth_2000,164,@sssingh21 i am from a state which saw over 120 days of bandh out of 365 days in a year once upon a time  while we were students. no bandh helped anyone in fulfilling their demands ⬇.,Non-Hateful
vineeth_2000,33,@amaanbali so arthiyas hv decided to shut mandis for 3 days and they call it farmers bandh.,Non-Hateful
vineeth_2000,282,@delhiairport ans. b &amp; c traveler will strike the gold#goldengiveaway #goldutsav #delhiairport @delhiairport,Non-Hateful
vineeth_2000,19,@mehindustani2 hoping for maximum seats.......this will be effective in upcoming elections.....👍,Non-Hateful
vineeth_2000,134,@abskesh @surajnag9853409 @biplovbelel @doctorow https://t.co/hcbh5ikgggas i said  if you have more accurate sources  share them instead of sitting on a pile of rhetoric about implausibility. if you think they're implausible  prove it. this is just one source. i have already shared another in this thread.,Non-Hateful
vineeth_2000,383,a big no to sarkari chaplus#kisankibaat #kisanvirodhinarendramodi https://t.co/5o7ndtmpsj,Non-Hateful
vineeth_2000,419,@swamy39 no elections for near future. so  bjp can exploit.,Hateful
vineeth_2000,74,i am participating in the bharat bandh today. are you..? @morparajkumar#istandwithindianfarmers #आज_भारत_बंद_है https://t.co/obqtdbqoai,Non-Hateful
vineeth_2000,68,@tegbirs17649964 @mandeep_nain84 @nayahaivahh i am proud to work for private company which feed my family.. what is wrong with that. i don't want to use tax payers money like punjab farmers enjoying na even though they are rich.. don't preach us .. bandh kardo..,Hateful
vineeth_2000,312,@abdullahsultan @arshad_geo 2013 imran khan ; few army officials rigged the elections2018 pmln: few army officials rigged the election.pti &amp; pmln should realise now who is the common enemy of pakistani nation,Non-Hateful
vineeth_2000,278,@ikkmurugan and secondly nobody knows about what govt doing with us you just listen to slave media and bark go and check again bill farmer don’t have right to go court and msp is not written there as well as he said that farmer will sell directly then why adani and ambani constucting storage,Hateful
vineeth_2000,307,water cannon for farmerstear gas for kashmirisuapa for studentscontempt of court for artistssedition for questionersdefamation for whistleblowerslathis for health workerslynchings for minoritieseconomy for ambanitreasury for adanislurs for womenwelcome to 'new' india,Hateful
vineeth_2000,405,@delhiairport traveller c will strike the gold. https://t.co/e5c0oosxak,Non-Hateful
vineeth_2000,447,@_nishhhh_ aasmani champak se pochhte nahin hai kya :o ya ola i have been doing this all wrong!,Non-Hateful
vineeth_2000,447,@_nishhhh_ aasmani champak se pochhte nahin hai kya :o ya ola i have been doing this all wrong!,Non-Hateful
vineeth_2000,447,@_nishhhh_ aasmani champak se pochhte nahin hai kya :o ya ola i have been doing this all wrong!,Non-Hateful
vineeth_2000,76,#mukeshambani  his family and friends owned #inx media  #petermukerjea told ed in 2018#inxmedia #ambani #ambaninirbharbharat https://t.co/oh8kdwuihr,Non-Hateful
vineeth_2000,76,#mukeshambani  his family and friends owned #inx media  #petermukerjea told ed in 2018#inxmedia #ambani #ambaninirbharbharat https://t.co/oh8kdwuihr,Non-Hateful
Divya_Sharma,255,#bjp it cell dihadi majdoors and some bhakts making this hashtag #bharatbandhnhihoga at top trend on twitter.#8दिसंबर_भारत_बंद #farmersprotest meanwhile farmers: 🙌 https://t.co/yv5shjjfq0,Hateful
Divya_Sharma,458,@abhina_prakash a pvt producer  asking for guranteed profit margin frm govt. irrespective of supply demand/efficiency/environment impacthttps://t.co/s14sdx0waz's not #adani or #ambani i dare'nt speak against this.becoz d pain is genuine but d solution &amp; method  cud b better?,Non-Hateful
Divya_Sharma,115,@eatala_rajender we are with modi  we don't want bharath bandh,Non-Hateful
Divya_Sharma,407,bharat bandh is gonna as successful as rahul gandhi's political career.,Hateful
Divya_Sharma,280,if you are living in an islamic country and still not converted to islam then you are an idiotand if you are a non islamic country and allowing islam to grow..... you are a bigger idiot. https://t.co/z35tyceku5,Hateful
Divya_Sharma,477,@shama which is why strike on the box matches were also called safety matches.,Non-Hateful
Divya_Sharma,268,@vikasverma0937 @the_modi_bhakt @srivatsayb @rahulgandhi yes me n my kids watch modiji. afterall  i don’t allow my kids to watch bar-stewards. and again  who want thr own kids to grow upto raga unless oneself own a bigger fool. truth is @rahulgandhi is a national n international joker  proved and unanimously declared.,Hateful
Divya_Sharma,162,@somilagrawal dharnas   chakka jam   strike   boycott public work all happened during our freedom struggle,Non-Hateful
